Sentences,Frame
"Gosse 's career was interrupted by the outbreak of war in 1914 , in which he served as a captain in the Royal Army Medical Corps .",Appellations
"You are Mark Duncan , a captain in the 14th INT , based here in Belfast .",Appellations
"Acting captain Stewart , his delightful 63 taking 122 balls and including ten fours , gloved to short-leg a delivery from Jayananda Warnaweera that bounced and turned disconcertingly .",Appellations
"The victory at national level was achieved by the three man team of Michael Wilson , Noel Kehoe junior and Gareth Winston and was led by non-playing captain Noel Kehoe senior .",Appellations
"Part of this may be because , as World Cup-winning captain Nick Farr-Jones says : ` He 's the sort of player whose brain does n't always know where his legs are carrying him . """,Appellations
"The move came amid calls from London Ambulance Service chiefs for staff to operate radios in line with procedures so that full 999 services , which have been almost paralysed , could be restored . ",Leadership
"He might well have settled to be a good chief for the clan that you say you 're so concerned for , Eachuinn Maclean . ",Leadership
ALTON man Giles Stogdon will become the new police chief for Winchester next week . ,Leadership
The comedian has got special permission from Army chiefs for a two-day goodwill trip to Croatia next week . ,Leadership
"A ` HUM-LINE "" set up by Birmingham library chiefs for people who forget song titles has identified : I Heard My Goldfish Yodelling . ",Leadership
"Around the time of the bombing , Megrahi had been security chief for Libyan Arab Airlines and Fhimah had been the airline 's station officer in Malta . ",Leadership
There followed three long years of picket lines as the NUJ battled with Pergamon Press chiefs for reinstatement . ,Leadership
This did not necessarily mean that all local party chiefs in the minorities were also lethargic during 1922 . ,Leadership
THE flourishing circular trade in drugs was a key reason for the sacking last month of Glaxo 's chief in France . ,Leadership
Put half a dozen hell-raisers in a room with him and he would be their chief in ten minutes . ,Leadership
He is starting with a teleconference with 100 IBM managers around the world.The selection board said that Gerstner was the first person they had spoken to when they began their quest for a new chief in January . ,Leadership
The Exec Director gave the DDA a number that he had just received from his bureau chief in London . ,Leadership
HOUSING chiefs in Warrington have approved a programme of pilot initiatives to improve energy efficiency in council houses . ,Leadership
Trade union chiefs in the region yesterday claimed Government policies were a direct cause of the problems facing the economy of Yorkshire and Humberside . ,Leadership
Hospital chiefs in north Wales searched records and asked local doctors to contact the patients . ,Leadership
"Admiral Carlisle Trost , the chief of naval operations , has warned Congressmen in a letter that any cuts could result in a ` significant potential for strained relations with the United Kingdom "" . ",Leadership
"However , shortly before Anne Burford resigned as chief of the EPA , she was due to announce her decision on whether to lift the ban in light of new evidence . ",Leadership
"Jerry Rawlings , who is Chairman of the PNDC and Chief of Defence Staff . ",Leadership
"White House Chief of Staff John Sununu , to whom the President delegated much domestic policy responsibility while he concentrated on foreign affairs , came under strong conservative criticism . ",Leadership
"He seemed quite content to sit back and let Stephen do the talking when Elvin Braithwaite , the island 's Immigration chief , knocked and entered . ",Leadership
"He was taken to see General Rush Patterson , the US 7th Army 's intelligence chief who , without any fuss , took Gehlen to see General Eisenhower . ",Leadership
The hospital 's POA chief Dave Preece welcomed the report . ,Leadership
It was perhaps an hour later that the island 's police chief left them with a clicking heels bow . ,Leadership
"After a boardroom tussle at Paramount , its studio chief , Frank Mancuso , quit . ",Leadership
Last night Sir Colin was on his way to India for meetings with India 's cricket chiefs . ,Leadership
"Head of state and chairman of the National Defence Council were the last two posts that Mr Krenz , aged 52 , held after resigning as Communist Party chief last Sunday . ",Leadership
Labour councillors demanded the resignation of Mr Haywood and public protection chief David Jones for revealing the council 's weak case should the matter go to an inquiry . ,Leadership
"ULSTER school chiefs today revealed an action plan following the dismissal of a senior official over claims that £170,000 was paid out for goods never received . ",Leadership
POSTMEN 'S union chief Alan Tuffin was elected president of the TUC yesterday . ,Leadership
"If he let it loose here , his chance of becoming chief would vanish . ",Leadership
"Secondly , because programming chiefs should recognise that topics of crucial importance for education , industry and national life bear examination in more crowded regions of space time than Sunday midnight in the south . ",Leadership
"Some spending chiefs see cuts desirable , especially in school maintenance budgets . ",Leadership
"Thracian chiefs along the route did homage , and bands of their tribesmen were taken with the army , incidentally serving as hostages . ",Leadership
"Mr Wright , 42 , who will take up the post in September , is currently finance chief at Wessex regional health authority . ",Leadership
"Steven , who lives alone in a rented house at Peterborough , stunned Mensa chiefs by achieving the maximum IQ score of 161 . ",Leadership
GEORGE MICHAEL has attacked radio and TV chiefs for snubbing his latest single . ,Leadership
CHANNEL 4 boss Michael Grade last night slammed BBC chiefs for failing to boost morale on the sinking soap Eldorado . ,Leadership
"He was replaced by Willie L. Williams , a former Philadelphia police commissioner , who became the first black to head the LAPD and the first outsider to become chief for over 40 years . ",Leadership
"He told the jury the ` prime mover "" behind the swindle was former Nissan UK chief Octav Botnar . ",Leadership
IAEA chief El Baradei indicated that signing the Protocol would ensure IAEA oversight over Libya 's nuclear transition from weapons creation to peaceful purposes . ,Leadership
"One of the biologists ' jobs , according to chief scientist Bernard Courtney , will be to create pathogens to match strains that terrorists are clandestinely producing and then develop vaccines and drugs to combat them .",Leadership
"Spy chiefs fear that it is a case of `` when , not if ''",Leadership
IAEA chief ElBaradei has asserted that there is no reason to believe Syria was a client of A.Q. Khan 's nuclear proliferation network .,Leadership
"More than half of the money sought -- $89 million -- would go toward the construction of a state public health laboratory and Office of the Chief Medical Examiner . '' ( The News and Observer , 21Apr06 , AP )",Leadership
"Alfredo Canal , a Galician rural agency chief , told",Leadership
"If they put a Republican into office , not only will they acquire less in terms of local benefits but their selected legislator will be relatively powerless to prevent other legislators from `` bringing home the bacon '' to their respective constituencies .",Leadership
"Although a GOP president may limit local benefits to the voter 's particular district/state , such a president is also likely to be more effective at preventing other districts/states and their legislators from bringing home the local benefits .",Leadership
"Third , the theory suggests why legislators who pay too much attention to national policy making relative to local benefit-seeking have lower security in office .",Leadership
"To the extent that Democratic legislators from the South have held a disproportionate share of power in Congress since 1932 and have been able to translate such clout into relatively more local benefits for their respective constituencies , voters in the South have had an especially strong incentive to keep such Democrats in office .",Leadership
Three pieces of evidence corroborate the key assumption that Democratic legislators are more willing to engage in local benefit-seeking than their Republican colleagues .,Leadership
"Each legislator , after all , is only one out of 535 when it comes to national policy making .",Leadership
"Second , it explains why voters hold Congress in disdain but generally love their own congressional representatives : Any individual legislator 's constituents appreciate the specific benefits that the legislator wins for them but not the overall cost associated with every other legislator doing likewise for his own constituency .",Leadership
"Second , if the key assumption is valid , Democrats should have lower attendance rates on roll-call votes than Republicans do to the extent that such votes reflect national policy making and that participating in such votes takes away from the time a legislator could otherwise devote to local benefit-seeking .",Leadership
"The state legislature helped as well , by legalizing gambling in 1931 and thus solidifying the future of the town , though legislators and residents could never have known this at the time .",Leadership
His determination had other results as well : Gass was named a justice of the peace and a territorial legislator .,Leadership
The report revealed that the riots had been sparked off by police mishandling of a case in which a trader was beaten up by a customs official in Taipei .,Leadership
"A former union official at the steelworks claimed he had been told the Chinese workers would be brought in to dismantle the £50m mill , built in 1979 to process Brymbo 's steel .",Leadership
In negotiations conducted through church officials the NPA stated that Drown would be released only if government troops in the region ceased operations and returned to barracks .,Leadership
"He was accompanied by a senior Salvadorean government official , Ernesto Altschul , and by opposition leader Rubén Zamora of the Popular Social Christian Movement ( MPSC ) .",Leadership
"Like us , they are persecuted minority who have to put up with all sorts of abuse from harbour officials in order to earn their living .",Leadership
"According to government officials I consulted , the prison population has settled down since 1977 ( the end of the Emergency ) in the range 150,000 to 180,000 .",Leadership
"Senior market official , David Coleridge , said recently that Lloyd 's had lost out to Commercial Union on a multi-million- pound contract from Trafalgar House because it was unable to offer a ‘ package deal ’ .",Leadership
"Similarly , it is often the case that senior officials within the civil service all seem to come from the same sort of background .",Leadership
Before the successful insurrection of 1815 there had been several isolated incidents in which bands of Serbs attacked and murdered Turkish officials .,Leadership
"Olympic officials in the United States have warned athletes that a wonder drug they 're using to boost performances , could be lethal .",Leadership
"Expressing concern about the global economic recession , US and German officials called for a special G-7 summit to break the existing stalemate on GATT talks .",Leadership
"The BMA strove to insist that local officials ( medically qualified though they were ) should merely inspect child health , leaving treatment to the independent doctors .",Leadership
"` They wo n't know that he 's a police official . """,Leadership
Basically it was about certain British officials allegedly colluding in drug-test avoidance at some meetings in the early eighties .,Leadership
"Peking 's top official in Hong Kong , Xu Jiatun , said the decision was ` not worthy of consideration "" .",Leadership
"Gennery says that information on the dangers were ` verbally communicated to officials of the Department of Health in July 1981 "" .",Leadership
It is believed Custom and Excise officials are particularly active in the county at present .,Leadership
“ The idea of them trying to bribe the Turkish officials is nothing short of astonishing . ”,Leadership
A year or two later his colleague at The Hague asked his friends in London to bribe an Exchequer official to obtain more regular payment of what he was owed .,Leadership
"As a gesture of solidarity with Kuwait , delegates elected a Kuwaiti official as one of the eight regional vice-presidents of the conference .",Leadership
"He became a junior official in the Ministry of Foreign Affairs in 1840 , but was never a promising candidate for promotion in the government service .",Leadership
"ULSTER school chiefs today revealed an action plan following the dismissal of a senior official over claims that £170,000 was paid out for goods never received .",Leadership
"Oil industry officials said that Mexico would have to import some petrol products until a new 300,000 bpd plant was completed .",Leadership
Military officials in the occupied territories at first appeared to contradict Eliezer 's statement when they announced that no such freeze had yet been ordered by the military authorities .,Leadership
Safety officials have begun an inquiry .,Leadership
"On Saturday Bosnian radio said 166 people had starved recently in Cerska , but Bosnian reports of mass starvation have been disputed by UN officials in the past .",Leadership
"In October and December 2003 , Libyan officials took US and UK experts to a number of medical and agricultural research centers that had the potential to be used in BW research . ",Leadership
"North Korean officials initially denied the existence of such a program , but then acknowledged it . ",Leadership
FBI officials find what they believe may be explosives in the car . ,Leadership
"No conclusions yet , U.S. officials say , but a working theory , plastic explosive . ",Leadership
"In April 2003 , Egyptian customs officials intercepted 22 tons of aluminum tubing from Germany that would likely have been used for a pilot cascade of about 100-200 gas centrifuges , which indicates North Korea is probably not yet ready to begin operation of a large-scale plant . ",Leadership
"During its meetings with IAEA officials in August 2003 , Iran for the first time provided evidence of its technical violations of the NPT by revealing that in the 1990s , it had carried out 113 uranium conversion experiments involving the production of uranium metal from imported UF4 and the production of UF4 from imported UO2 , as well as laboratory - scale experiments in the 1980s involving the production of heavy water .",Leadership
"Additionally , the constant threat of Israel 's nuclear arsenal , mostly perpetuated by Iran 's technocrats , government officials and the pro - nuclear lobby , adds to Iran 's perceived concerns and justifies it to the domestic audience the need to develop nuclear weapons .",Leadership
"However , despite such rhetoric , several Western officials accuse Iran of developing similar offensive CW capabilities .",Leadership
"US officials report that Iran can produce several hundred tons of chemical agent annually and that it may have already produced as much as 2,000 tons of agent , including mustard , cyanide , and possibly sarin nerve agent , at plants near Qazvin , Parchin , and Esfahan .",Leadership
"Officials also claim that Iran has produced bombs and artillery rounds filled with these agents , and that it can probably deploy chemical warheads on its long - range missiles .",Leadership
Many Iranian officials concluded that their country had to develop the ability to retaliate in kind in order to deter chemical weapons use against it .,Leadership
"However , several Iranian officials has never hidden his abhorrence of CW use in battlefield .",Leadership
"Some sources , citing US intelligence officials , also claim that Iran has developed sarin , tabun , and V - series nerve agents .",Leadership
"On 8 March 1996 , the Washington Post reported , `` US intelligence officials have concluded that companies in China are providing Iran with several virtually complete factories suited for making deadly poison gases , '' and that Iranian `` military - related organizations '' are buying from China glass - lined vessels for mixing precursors , special air - filtration equipment , and the technology to manufacture these items and others indigenously .",Leadership
US officials ' growing concerns about Iran 's pursuit of weapons of mass destruction capabilities were heightened by the latest test of the Shehab-3 on October 20 .,Leadership
This test occurred just days before a meeting was to take place between Iran and European officials to discuss Iran 's nuclear program .,Leadership
"Iranian Defense and Foreign Ministry officials continue to defend Iran 's right to protect itself from potential threats in the region , while denying any ill intent towards countries such as the United States .",Leadership
"Progress within the Shehab-1 program was relatively steady and during early 1988 , Iranian officials claimed that the missile had entered production .",Leadership
Intelligence reports from European officials express concern that Iran might seek Pakistan 's assistance in enriching uranium obtained from South Africa in 1988 - 89. ( 6003 ) .,Leadership
"An Armenian official states that Armenia will send scientists , including specialists in nuclear physics who have been involved in the defense industry , to Iran in exchange for oil .",Leadership
The head of Pakistan 's uranium enrichment program begins to hold talks with officials at the Atomic Energy Organization of Iran ( 6003 ) .,Leadership
"During the IAEA 's visit to Iran , Iranian officials indicated that Iran would honor its safeguards agreement with the IAEA , but did not clearly indicate Iran 's willingness to accept the Additional Protocol .",Leadership
"During the IAEA 's visit to Iran , Iranian officials indicated that Iran would honor its safeguards agreement with the IAEA , but did not clearly indicate Iran 's willingness to accept the Additional Protocol .",Leadership
"The US State Department claims that North Korean officials admitted to having such a program during a second day of meetings with Kelly , but North Korea now claims that it has only admitted to having a `` plan to produce nuclear weapons , '' which Pyongyang claims is part of its right to self - defense .",Leadership
"In October 2002 , a delegation led by James Kelly , US Assistant Secretary of State for East Asia and Pacific Affairs , visited Pyongyang and notified North Korean officials that the United States was aware of Pyongyang 's HEU development program .",Leadership
"In April 2003 , Egyptian customs officials intercepted 22 tons of aluminum tubing from Germany , which would be enough for about 100 - 200 centrifuges .",Leadership
"Pyongyang 's initial declaration included a small plutonium sample ( less than 100 grams ) , which North Korean officials said was reprocessed from damaged spent fuel rods that were removed from the 5MW ( e ) reactor in Yo ( ngbyo ( n-kun .",Leadership
"Virginia is ill prepared for a large-scale terrorist attack using chemical , biological or nuclear weapons , state officials say .",Leadership
"Libya said on Wednesday it is not developing chemical , biological or nuclear weapons , denying allegations made by a US official .",Leadership
"QN : Did a U.S. official claim that Libya is developing chemical , biological or nuclear weapons ?",Leadership
"Russian officials do not deny research has continued but assert that it is for the purpose of developing defenses against chemical weapons , a purpose that is not banned by the CWC .",Leadership
"Russia could suspend the destruction of its stockpile of chemical weapons if foreign aid is not increased , a senior official and negotiator was quoted as saying by the AVN Military News agency .",Leadership
"Early in the 1990s , Chinese officials made land available for a new hospital , and money for construction and operating costs .",Leadership
QN : Did officials from China make land available for a new hospital ?,Leadership
A former American intelligence official said bin Laden also visited bin Khalid in Qatar twice in the mid- 1990s .,Leadership
"American officials now say they believe that Muhammad was warned by someone in the Qatar government and that he was staying at the estate of Abdallah bin Khalid , a fundamentalist who has provided support for other Islamic radicals .",Leadership
"`` Rhode Island is preparing itself for a major hurricane or other natural disaster , state and local officials testified at a field hearing of the Senate Homeland Security Committee Thursday , including establishing interoperable communications systems and community evacuation plans .",Leadership
"The DHS report describes the three methods currently used by customs officials to inspect the trucks : a Radiation Portal Monitor to detect the presence of radiation , a Vehicle and Cargo Inspection System screening that creates an image similar to an X-ray , and physical inspections .",Leadership
"`` Rhode Island is preparing itself for a major hurricane or other natural disaster , state and local officials testified at a field hearing of the Senate Homeland Security Committee Thursday , including establishing interoperable communications systems and community evacuation plans .",Leadership
Such groups engage in violent attacks against civilian targets with the aim of influencing public opinion and applying pressure on government officials .,Leadership
"In the short term , however , a knowledgeable official at the OPCW noted that North Korea would not reap immediate benefits by joining the CWC regime .",Leadership
"One of the highest ranking North Korean government officials to defect to the South , Hwang Jang Yop , said in April 1997 that the DPRK military was able to do just that , using a combination of chemical and nuclear weapons delivered by missiles .",Leadership
"A former CIA officer says he made repeated efforts to alert top agency officials to problems with an Iraqi defector 's claims about the country 's mobile biological weapons labs but he was ignored , the Washington Post reported Sunday .",Leadership
These rumors are mainly based on statements made by high - level Syrian officials and would-be arms suppliers .,Leadership
"In 2003 , Russian and Syrian officials continued their negotiations for the construction of a nuclear facility that would include a nuclear power plant and a seawater atomic desalination plant .",Leadership
"`` The installation of monitoring systems and surveillance is taking place correctly and in the past days , the monitoring system has been strengthened , and there is no problem regarding this issue between Iran and the agency , '' the official added ( Reuters / New York Times , Feb. 2 ) .",Leadership
"The nuclear agency had hoped to monitor the larger centrifuge cascade with cameras , but Iranian officials were `` not allowing the IAEA to install the cameras inside the cascade halls in Natanz and are causing further delays in the inspectors ' activity , '' a diplomat who closely monitors the agency said yesterday .",Leadership
"In 1903 , officials of the San Pedro , Los Angeles , and Salt Lake Railroad arrived in Las Vegas , eager to secure a right-of-way for their Los Angeles - Salt Lake connection .",Leadership
"Standing at the depot at Main and Fremont streets , railroad officials auctioned 1200 lots they had subdivided from forty square blocks of desert scrub .",Leadership
Iraq clears visit by Ohio official By Scott Montgomery,Leadership
Reduction in beds puts city [ Sydney ] at risk : hospital official,Leadership
"When asked by Xinhua if there is any plan for him to meet Iraq officials , he said `` I have not been asked to meet any top Iraqi officials .",Leadership
Dr _Gupto : On the other hand to be able to outline and do the thing that were talked about today to basically completely revamp the public health system so that local officials can talk to state officials that can talk to federal officials to be able to pinpoint exactly when a cluster of bird flu happens that takes probably a lot more money and a and a really a complete revamping of our public health systems .,Leadership
"Robert Merkel , a former U.S. attorney handling drug indictments in Florida , does n't think for a minute that Castro 's much publicized trials of high officials engaged in the drug trade mean he has broken off with the Medellin drug cartel .",Leadership
He must inform the officials to settle the matter .,Leadership
"One of the most interesting sites in the New Territories is Tai Fu Tai , another rare survivor , this one a mansion that belonged to a Confucian high official .",Leadership
Officials have lifted the evacuation order for Chino Hills as well .,Leadership
Officials now report that firefighters are making some progress .,Leadership
"According to one official , the fire started when ten students lit a bonfire on a ridge but failed to extinguish it .",Leadership
"If the ` host "" had been the Imam of the Yemen , some filthy prison might have been his lot . ",Leadership
"Some felt a shudder at the thought of tackling the sense of humour of the Prophet Muhammad and the holy imams of Islam , and counselled that the subject matter should be confined to modern times . ",Leadership
"The first part of his mission was a failure because Sa'id ibn Sultan , imam of Muscat , although receiving him affably , was unwilling to co-operate with the Egyptians . ",Leadership
"An attempt to bring the imam of Yemen into alliance was vetoed by India , but he played tribal politics better than the craftiest of sheikhs , cheaply keeping the peace with well-placed bribes . ",Leadership
"Abdelkader Moghni , the imam of the al-Sunna mosque in Bab al-Oued in Algiers and recently elected as a deputy , was arrested on Feb. 7 and replaced by a government-appointed imam . ",Leadership
The Egyptian press said that the armed men belonged to the Jihad and had attempted to take control of the mosque after driving out its imam . ,Leadership
What would then be done to contain the rage of the millions of people waiting to greet the Imam in the streets of Teheran ? ,Leadership
They have been contributing generously to the upkeep of the 800 mosques in Britain ; all they ask in return is a say over the appointment of the imam . ,Leadership
"` We demand that their embassies should be closed , their companies nationalised and all the citizens belonging to these states be evacuated , "" the imam said . ",Leadership
"As far as the Shiite ulama were concerned any Shah ruling before the return of the hidden Imam does so unlawfully , unless he has ben licensed by the chief priests , the ayatollahs . ",Leadership
"There were certainly those who felt the time had come to end the war , a courageous stance in view of the Imam 's known determination to keep going . ",Leadership
"“ The company lost £100,000 coming here , ” said Halusi Halil , managing director of the firm running the Merry Fisherman . ",Leadership
Bernard has a full post as director of the Diocesan Caring Services . ,Leadership
The Director of Army Recruiting … denied last week there was any colour bar on black or Asian Guardsmen . ,Leadership
We present below the results from semi-structured interviews with the directors of companies operating in the Enterprise Zone . ,Leadership
Muirend Avenue and Viewfield Road A letter from Councillor Fraser to the Director of Highways asking for dates and details of the new traffic management scheme . ,Leadership
"The day after I finished working for the managing director of a certain company fighting off a take-over bid , the agency sent me to the rival company . "" ",Leadership
"The new Prime Minister was Aliou Mahamidou , hitherto director of the state-owned cement manufacturing company . ",Leadership
"Selkirk 's provost , Tom Henderson , director of a textile dyeing company , berated him for damaging the image of the tweed trade . ",Leadership
"JS representatives at the lunch included trading director David Clapham , who addressed the guests , and departmental director of produce buying Allan Cheesman . ",Leadership
"Save the Children is sending emergency medical supplies to the region , said Mr Mark Bowden , area director for Africa . ",Leadership
"He was Labour 's campaigns director for the 1987 general election , readily embracing the new red rose image , and was rewarded with election to the ruling National Executive . ",Leadership
"Cardiff Crown Court heard yesterday that Smith , 46 , failed to land the job of marketing director for North America with the WDA . ",Leadership
"Philip Vining , the Confederation of British Industry 's assistant regional director for East Anglia , said the Chancellor had attempted to ` square the circle "" by seeking to tackle the deficit without endangering recovery . ",Leadership
"And Martin Wright , sales and marketing director for Stakis , said : ` Generally , a normal person booking and paying in advance would n't be quoted those rates . ",Leadership
"Upon his return to New York , Alexander Liberman , then art director for Vogue , offered him a job as his assistant . ",Leadership
"He travelled to New York in the autumn of 1905 and became principal scenic artist for Klaw & Erlanger , and later technical director for the Boston Opera Company . ",Leadership
He was replaced by J. S. Flett as Assistant Director in Scotland . ,Leadership
Two of the most powerful directors in Hollywood graduated from the Happy Days academy . ,Leadership
Price Waterhouse consultancy was offered and a senior assistant director in the department appointed in charge to push the changes forward . ,Leadership
Mr D J Smith jointed the board as a non-executive director in 1987 . ,Leadership
"Gates , 48 , joined the CIA in 1968 and rose to become deputy director in 1986 under Webster 's predecessor , William Casey . ",Leadership
The labour director in steel and coal firms is a member of the management board which controls the day-to-day operations of the firm ( the other members being the production and business managers ) . ,Leadership
"As reported on May 28 , the court stated that Maj. Carlos Camilio Hernandez , a former director of San Salvador 's military academy , had ordered the burning of logbooks detailing the movements of possible murder suspects . ",Leadership
"` I do n't know what all the fuss is about , "" Clive Berlin , QPR 's managing director , said . ",Leadership
"Appointed to a teaching post at the Canongate Burgh School , he remained there until 1864 , when disagreements with the school 's directors led to his dismissal . ",Leadership
"Launching the report , UNFPA 's Executive Director Nafis Sadik said in London that loss of life from famine , AIDS and natural disasters would have no lasting impact on the burgeoning populations of Africa and Asia . ",Leadership
"Childline 's executive director , Valerie Howarth , said she was delighted that fund raising was getting under way in Ulster . ",Leadership
"The more the styles changed , as the Consumers ' Union director , Dexter Masters , pointed out , the greater the disguised price increase to the consumer in shorter-lived products and heavier repair bills . ",Leadership
"He has written to Marstons managing director Michael Hurdle , asking for a meeting to express the branch 's concern . ",Leadership
"No one knows better the importance of regular tooth care than the horse dentist and Joint Director of ` Surrey Treadmills "" , Tom Reid . ",Leadership
"Despite also being a Director of LET Leisure and the Riverside Racket Club in west London , Hutchins is still looking to expand . ",Leadership
"Kent Godfrey , director of D&B Software said ‘ no single operating system ’ can achieve the goal of giving users access to open systems technologies . ",Leadership
"Robert Cripps is a director of Cohere Limited , which holds as an investment 1,963,528 shares in Velcro — or 65%/ of the share capital . ",Leadership
"Managing Director of P&O European Ferries ( Portsmouth ) , Richard Martin , said : “ Sponsorship is often one of the first areas to be threatened during times of economic hardship . ",Leadership
"Within the affluent premises of EMI , Virgin were referred to scornfully as ` The Earls Court Hippies "" , and hardly worthy of a managing director 's time . ",Leadership
"Training was most likely carried out under the direction of Abdul Qadeer Khan , former director of the Engineering Research Laboratories , later renamed the Dr . A.Q. Khan Research Laboratories ( Kahuta ) , where Pakistan 's nuclear weapons research and enrichment takes place .",Leadership
U.S. pressure caused Taiwan to end its nuclear weapons program in 1988 after International Atomic Energy Agency ( IAEA ) inspections discovered missing fuel rods and the former deputy director of INER defected to the United States with detailed information about Taiwan 's program .,Leadership
The center 's director pledged a thorough review of safety procedures .,Leadership
"It `` may well be '' that theft of business data is `` as serious a strategic threat to national security '' as it is a threat to the survival of victimized U.S. firms , said Michelle Van Cleave , the White House 's assistant director for National Security Affairs .",Leadership
"DIRECTOR Sir Richard Attenborough ` tricked "" a young actress into baring her bottom in the hit film Chaplin .",Appellations
"Madrid-based Microsoft Iberica SRL generates 28% of its turnover in Catalonia , and managing director Joao Teixeira believes the move will increase this figure still more .",Appellations
"But it was not long before he was off on location again , having accepted an offer from the Italian director Pietro Germi to star in a comedy entitled Till Divorce Do You Part .",Appellations
Ford personnel director John Hougham said he believed industrial action was still a long way off .,Appellations
"Cleese , 52 , fell for her after his divorce two years ago from his second wife , film director Barbara Trentham .",Appellations
"` WE TREATED it as a hostage-taking "" , says John Dalzell , director of communications for the Montreal Police Force .",Appellations
"` There are too many people around who think it 's easy to make sandwiches and will set up in a garden shed , almost , "" said Jim Winship , director of the British Sandwich Association .",Appellations
"` It is an American idea "" , explained Ms Romiopoulou , Director of Antiquities in the Greek Ministry of Culture .",Appellations
"` It 's not too much to say it 's the storm of the century , "" said Joe Friday , director of the National Weather Service .",Appellations
"As well as £2,000 , and a trophy presented by the Duchess of Kent , he has won a place in the Eurovision Young Musician of the Year heats in Brussels in June . ",Leadership
"Warming to his theme , Herbert , who keeps a bad-tempered parrot called Red Cross in his garden , continues : ` I remember my parents going to stay with the Duchess of Portland . ",Leadership
"He opened his own salon in 1923 and hit the big time in 1935 , when he designed the wedding dress for the Duchess of Gloucester . ",Leadership
"Many of the Patrons of the Campaign were present , including the Duchess of Beaufort , Sir John Wills , Dr Bob Woodward and Dr Derek Zutshi . ",Leadership
The Duchess of York has launched a new nationwide charity scheme to encourage mentally disabled artists . ,Leadership
"The Grand Duke and his Duchess were in the ballroom , superintending the installation of the decorations . ",Leadership
"The lady Anne is duchess to the prince , she thought , but one can not be too careful . ",Leadership
` The Duchess with Queen Elizabeth II at Buckingham Palace after Edward 's death . ,Leadership
"The duchess was the Duchess Dudley , a unique figure as the only Life Peer before the creations of Harold Wilson . ",Leadership
Joan looked wholly enchanting as she entered the great hall that evening beside the duchess . ,Leadership
"The Duchess , still wearing a dark-blue velvet evening dress from the night before , posed for pictures on the outside steps with the shooting party all around her . ",Leadership
"A week later the Duchess returned to France , and for the next fourteen years she lived alone in Paris . ",Leadership
"The Duke and Duchess of Kent were represented by Lieutenant-Commander Sir Richard Buckley at the Funeral of Field Marshal Sir Richard Hull KG which was held in St George 's Chapel , Windsor Castle , today . ",Leadership
"The Duke and Duchess of Gloucester will honour the ` Stars of the Bolshoi "" opening night a week tomorrow at the Dominion Theatre in London . ",Leadership
In fact the Duke and Duchess were tempted by some garden furniture . ,Leadership
"Dr Alexandra Macara , chairperson of the British Medical Association 's ethics committee stressed the difficulties for the parents in making rational decisions at such a time . ",Leadership
"As chairperson of the National Women 's Council and of the co-ordinating scientific bodies , Elena Ceauşescu was the dominant organizer of the regime 's pro-natalist policies . ",Leadership
"The chairperson of Talc Mining Awareness , Paddy Muldoon , responded : ` We are determined to stay with this right to the very end . ",Leadership
"As Emer Colleran , chairperson of An Taisce , noted , Gold EIA contained members of national and local bodies involved in towns , agriculture , aquaculture , recreational use of the environment and environmental conservation . ",Leadership
"Denis Carroll , chairperson of the Residents ' Association , said ` Objections from 93 per cent of the local community to the gold prospectors are 50/50 between environmental and religious concerns . ",Leadership
"The RRA 's chairperson , Ted Forde , commented ` It 's clear now we live in a police state "" . ",Leadership
"The party 's chairperson , Alan Warren , who is standing as a local government candidate in the Castle ward , has hit out at planning restrictions on commercial development in the north of the city . ",Leadership
"Incoming BASW chairperson Graham Thompson mused about language , confessing he had replaced his own references to ` miners "" wives ' with ` women in mining communities "" . ",Leadership
Chris Hanvey is divisional director of Leeds SSD and Area Child Protection Committee chairperson . ,Leadership
"To identify a new chairperson for the board , or to derive full value from bringing on those trustees , five years is too short . ",Leadership
Decisions are often reached more quickly when a chairperson is doing their role effectively and pulling strands together than when opinions are being tossed haphazardly around a group . ,Leadership
As town councils may elect a mayor there is the curious anomaly of local town mayors existing within shire districts headed by a chairperson . ,Leadership
This could only be achieved through the support of the chairperson and headteacher . ,Leadership
"The first Mayor so to be honoured was , appropriately enough , Mr. Winterbottom , Lady Vernon 's Steward , who was Mayor in 1831 and 1832 . ",Leadership
"An alderman of Leeds in 1858-68 , he was mayor in 1860-1 , as well as being a magistrate for Leeds borough and for the West Riding of Yorkshire . ",Leadership
• The mayor of Phoenix said he was encouraged by the positive response to the grand prix from the city . ,Leadership
"The Mayor of Machynlleth , Coun Ivan Warren , said the entire community felt betrayed . ",Leadership
"Californian dreamer Tom Bradley , the retiring mayor of Los Angeles , flew in to Britain to promote his city as a wonderful location for trade and tourism . ",Leadership
The mayor of Yeravan used his official car to evacuate some of the wounded . ,Leadership
"` Pray excuse me , "" he said , ` but our distinguished new Mayor wishes to make your acquaintance . ",Leadership
The seat was that being vacated by Gabor Demszky of the SzDSz in connection with his October 1990 election as Budapest 's mayor [ see p. 37922 ] . ,Leadership
New York 's mayor has travelled to Tokyo to ensure that Japan 's cash-conscious companies do n't abandon the city that never sleeps . ,Leadership
Current SDLP deputy mayor Annie Courtney is almost certain to be elevated to the top post at next month 's AGM but the deputy 's position remains wide open . ,Leadership
"At the lord mayor 's banquet in November 1914 , the prime minister , H. H. Asquith , announced his peerage , the first of the war . ",Leadership
